申请学校,学位,专业,申请结果,入学年份,入学学期,通知时间,TOEFL,GRE,本科学校档次,本科专业,本科成绩和算法，排名,其他说明,url
University of Ottawa,Meng,Mechanical Engineering,被拒,2016,Fall,2016-02-12,,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,机械设计制造及其自动化,81,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1944970&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,MA,Information Studies,AD无奖,2016,Fall,2016-01-29,,,双非,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1942853&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Toronto,PhD,biostat,AD无奖,2016,Fall,2016-01-28,"Overall: 114, 
                    R: 29 /
                    L: 30 /
                    S: 27 /
                    W: 28","Overall: 330, 
                    V: 160 /
                    Q: 170 /
                    AW: 4",,"bio, math",3.6,"OP本科是生物，研究生有两个，一个美国一个加国。master毕业在业界做统计师,到九月工作满四年。有PR。工作同时修完了数学专业本科的必修课(修到分析，抽象代数和数论这种），全A+。大概10篇paper(都跟methods没关，都不是一作）, 20+ conference abstract基本都是跟客户发的。对healthcare utilization和operations非常感兴趣，所以申请了商学院的项目。无面试。

今天教授发的邮件，正式offer下周到。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1943420&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Queen’s U,PhD,Management Sciences,offer,2016,Fall,2016-02-04,"Overall: 114, 
                    R: 29 /
                    L: 30 /
                    S: 27 /
                    W: 28","Overall: 330, 
                    V: 160 /
                    Q: 170 /
                    AW: 4",,"bio, math",3.6,"OP本科是生物，研究生有两个，一个美国一个加国。master毕业在业界做统计师,到九月工作满四年。有PR。工作同时修完了数学专业本科的必修课(修到分析，抽象代数和数论这种），全A+。大概10篇paper(都跟methods没关，都不是一作）, 20+ conference abstract基本都是跟客户发的。对healthcare utilization和operations非常感兴趣，所以申请了商学院的项目。无面试。

今天教授发的邮件，正式offer下周到。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1943420&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Waterloo,Meng,ECE,AD无奖,2016,Spring,2015-11-12,,,双非,,,"非211的小本。。。平均分88/100
3年+工作经验，大数据和云计算方面",http://bbs.gter.net/forum.php?mod=viewthread&tid=1909236&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Florida,MA,Computational and Applied Mathematics,AD无奖,2015,Fall,2015-06-09,"Overall: 103, 
                    R: 30 /
                    L: 24 /
                    S: 23 /
                    W: 26","Overall: 321, 
                    V: 153 /
                    Q: 168 /
                    AW: 3",,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1852642&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alabama,MA,Computational and Applied Mathematics,AD无奖,2015,Fall,2015-06-02,"Overall: 103, 
                    R: 30 /
                    L: 24 /
                    S: 23 /
                    W: 26","Overall: 321, 
                    V: 153 /
                    Q: 168 /
                    AW: 3",,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1852642&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Texas - Austin,MA,Mathematics,被拒,2015,Fall,2015-06-01,"Overall: 103, 
                    R: 30 /
                    L: 24 /
                    S: 23 /
                    W: 26","Overall: 321, 
                    V: 153 /
                    Q: 168 /
                    AW: 3",,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1852642&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Masdar Institute of Science and Technolo,MA,Agricultural Mechanics and Machinery,被拒,2015,Fall,2015-06-02,"Overall: 103, 
                    R: 30 /
                    L: 24 /
                    S: 23 /
                    W: 26","Overall: 321, 
                    V: 153 /
                    Q: 168 /
                    AW: 3",,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1852642&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Huron University College,MA,Mathematics,被拒,2015,Fall,2015-06-03,"Overall: 103, 
                    R: 30 /
                    L: 24 /
                    S: 23 /
                    W: 26","Overall: 321, 
                    V: 153 /
                    Q: 168 /
                    AW: 3",,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1852642&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Tennessee,MA,Mathematics,被拒,2015,Fall,2015-06-04,"Overall: 103, 
                    R: 30 /
                    L: 24 /
                    S: 23 /
                    W: 26","Overall: 321, 
                    V: 153 /
                    Q: 168 /
                    AW: 3",,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1852642&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
New Jersey Institute of Technology,MA,Mathematics Teacher Education,被拒,2015,Fall,2015-06-11,"Overall: 103, 
                    R: 30 /
                    L: 24 /
                    S: 23 /
                    W: 26","Overall: 321, 
                    V: 153 /
                    Q: 168 /
                    AW: 3",,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1852642&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,MA,Learning Sciences,AD小奖,2016,Fall,2016-02-12,"Overall: 104, 
                    R: 30 /
                    L: 22 /
                    S: 24 /
                    W: 28",,211 & 985,psychology,3.6/4,无paper，跟着两个教授干了好多活,http://bbs.gter.net/forum.php?mod=viewthread&tid=1944664&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McMaster University,MS,Electrical and Computer Engineering,AD无奖,2015,Fall,2015-05-06,,,北京航空航天大学,电子信息工程,80.79 120/300,本校冯如杯竞赛混了一等奖三作，美国建模三等，跟老师做过暑期实习。无牛推。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1827213&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,Meng,Electrical and Computer Engineering,被拒,2015,Fall,2015-03-18,,,北京航空航天大学,电子信息工程,80.79 120/300,本校冯如杯竞赛混了一等奖三作，美国建模三等，跟老师做过暑期实习。无牛推。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1827213&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Concordia University 肯高迪亚大学,Meng,Computer Science 计算机科学,AD无奖,2016,Summer,2016-02-03,"Overall: 95, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 23","Overall: 318, 
                    V: 152 /
                    Q: 167 /
                    AW: 3",,Computer Engineering,3.84/4.00 rank 2,3年工作经验。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1943771&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,BA,Accounting,AD无奖,2015,Fall,2015-07-02,,,双非,国际经济与贸易,82,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1867671&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,BS,Computer Science,AD无奖,2015,Fall,2015-05-12,,,双非,国际经济与贸易,82,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1867671&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Waterloo,Meng,ECE,AD无奖,2016,Fall,2015-11-11,,"Overall: 315, 
                    V: 148 /
                    Q: 167 /
                    AW: 3.0",,Electrical and Electronic Engineering,3.8/4,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1891122&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
OCAD University,其它,Digital Future,AD小奖,2014,Fall,2014-03-19,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1711045&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,MA,Economics and Econometrics,AD小奖,2016,Fall,2016-02-11,,,211 & 985,国际经济与贸易,3.11/4.0,upei 加拿大水本交流， 系主任推荐信，数学系教授推荐,http://bbs.gter.net/forum.php?mod=viewthread&tid=1944603&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,MA,Journalism,AD小奖,2015,Fall,2015-02-25,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Boston University,MA,Journalism,AD无奖,2015,Fall,2015-02-19,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Northwestern University,MSJ,Journalism,AD小奖,2015,Fall,2015-02-24,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Texas - Austin,MA,Journalism,AD无奖,2015,Fall,2015-02-26,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Syracuse University,MA,"Radio, Television, and Digital Communication",AD小奖,2015,Fall,2015-02-27,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Syracuse University,MA,DOCUMENTARY,AD无奖,2015,Fall,2015-02-27,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Missouri,MA,Journalism,AD无奖,2015,Fall,2015-03-02,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Maryland - College Park,MA,Journalism,AD小奖,2015,Fall,2015-03-27,"Overall: 111, 
                    R: 29 /
                    L: 30 /
                    S: 24 /
                    W: 28","Overall: 324, 
                    V: 160 /
                    Q: 164 /
                    AW: 4",211,新闻学,87/100,"4份媒体实习（报社，电视台，网站，通讯社）/校报编辑+院报美编/AIESEC志愿者/义教活动
推荐信3封：来自加国2位教授（一人4所），专业老师，电视台boss
我的WS非常杂，基本按照不同学校不同方向来交的。这其中包括我在加国交换时写的essay（包括小说、电影镜头的分析）、Poli Sci的课程作业；美编版面；专业课上的报道翻译；自己拍的小片子。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1807513&extra=page%3D5%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
