申请学校,学位,专业,申请结果,入学年份,入学学期,通知时间,IELTS,本科学校档次,本科专业,本科成绩和算法，排名,其他说明,url
University of Minnesota - Twin Cities,LLM,geneal,AD小奖,2015,Fall,2015-03-26,,中南财经政法大学,法学,3.54,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816836&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Washington University in St Louis,LLM,law,AD小奖,2015,Fall,2015-03-24,,中南财经政法大学,法学,3.54,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816836&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Emory University,LLM,law,AD无奖,2015,Fall,2015-01-24,,中南财经政法大学,法学,3.54,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816836&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,LLM,general,AD无奖,2015,Fall,2015-01-10,,中南财经政法大学,法学,3.54,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816836&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,LLM,law,AD无奖,2015,Fall,2014-12-10,,中南财经政法大学,法学,3.54,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816836&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The Chinese University of Hong Kong,LLM,HK:国际经济法,AD无奖,2015,Fall,2015-01-13,,中南财经政法大学,法学,3.54,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816836&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Reading,MS,real estate finance,offer,2015,Fall,2015-03-30,,双非,房地产经营管理,4.0/5,有实习经验、三年一等奖学金、国家奖学金，还有一些省里水的比赛项目，有电话面试。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816989&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Manchester,MS,Real Estate Development,offer,2015,Fall,2014-11-24,,双非,房地产经营管理,4.0/5,有实习经验、三年一等奖学金、国家奖学金，还有一些省里水的比赛项目，有电话面试。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816989&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Imperial College London,MS,Petroleum Engineering,AD无奖,2015,Fall,2015-02-05,,211 & 985,地质学,85/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816866&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Manchester,MS,Petroleum Engineering,AD无奖,2015,Fall,2015-01-28,,211 & 985,地质学,85/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816866&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Hong Kong,MPhil,HK:Department of Earth Sciences,offer,2015,Fall,2015-02-25,,211 & 985,地质学,85/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816866&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Stanford University,MS,Petroleum Engineering,被拒,2015,Fall,2015-03-31,,211 & 985,地质学,85/100,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816866&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MS,Chemical Engineering,AD无奖,2015,Fall,2015-03-19,,university of western ontario,Chemical Enigineering,,海本，实习两个，牛推一封，专利一个（未批下来） 。绩点低，感觉牛推的作用比较大。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815212&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MA,UD,AD无奖,2015,Fall,2015-03-05,,211,园林,81,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1814144&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MS,Digital Humanities,offer,2015,Fall,2015-02-24,,211 & 985,广告学,86%,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1806366&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Cambridge,MPhil,Finance,AD无奖,2015,Fall,2015-03-17,,,金融,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1812378&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Columbia University,MA,Financial Mathematics,AD无奖,2015,Fall,2015-03-17,,,金融,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1812378&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MA,Landscape Architecture,AD无奖,2015,Fall,2015-03-18,,211 & 985,景观建筑设计,80,两篇会议论文发表，一篇是全英发表,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813848&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Politecnico di Milano,MS,Architecture,AD无奖,2015,Fall,2015-03-12,,211,建筑学,top 15%,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811618&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
Architectural Association (AA) School of,MS,建筑学,AD无奖,2015,Fall,2015-02-23,,211,建筑学,top 15%,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811618&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992&page=2
University of Leeds,MA,Advertising and marketing,offer,2015,Fall,2014-11-19,,211,商务英语,3.37,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1803296&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Glasgow,MS,Strategic Marketing,offer,2015,Fall,2014-11-21,,211,商务英语,3.37,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1803296&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Exeter,MS,Marketing,offer,2015,Fall,2015-02-06,,211,商务英语,3.37,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1803296&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Exeter,MS,international management,offer,2015,Fall,2015-03-25,,双非,商务英语,84.7,无牛推，几个水实习，学校有一些小比赛奖和一年奖学金，成绩院系20%,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815236&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Hong Kong Baptist University,MS,HK:Business Management（MSc）（FT / PT）,offer,2015,Fall,2015-03-03,,双非,商务英语,84.7,无牛推，几个水实习，学校有一些小比赛奖和一年奖学金，成绩院系20%,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815236&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Glasgow,MS,International Strategic Marketing,offer,2015,Fall,2014-10-22,,211,信息管理与信息系统,GPA 3.32,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815362&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Politecnico di Milano,MS,Architecture,AD无奖,2015,Fall,2015-03-12,,211,建筑学,top 15%,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811549&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Architectural Association (AA) School of,MS,建筑学,AD无奖,2015,Fall,2015-02-23,,211,建筑学,top 15%,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811549&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MA,景观设计,AD无奖,2015,Fall,2015-03-18,,211,园林,81,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1814142&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
London School of Economics and Political,MS,social policy and development,AD无奖,2015,Fall,2015-02-04,,211 & 985,经济学,3.5,实习银行1个，NGO2个，咨询1个,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813553&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Syracuse University,MPA,Public Administration,AD无奖,2015,Fall,2015-02-14,,211 & 985,经济学,3.5,实习银行1个，NGO2个，咨询1个,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813553&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
George Washington University,MA,Public Policy Analysis,AD无奖,2015,Fall,2015-03-02,,211 & 985,经济学,3.5,实习银行1个，NGO2个，咨询1个,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813553&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Southern California,MPP,Public Policy Analysis,AD无奖,2015,Fall,2015-03-06,,211 & 985,经济学,3.5,实习银行1个，NGO2个，咨询1个,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813553&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Johns Hopkins University,MA,China Studies,AD无奖,2015,Fall,2015-03-14,,211 & 985,经济学,3.5,实习银行1个，NGO2个，咨询1个,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813553&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Johns Hopkins University,MIEF,international economics and finance,AD无奖,2015,Summer,2015-03-14,,211 & 985,经济学,3.5,实习银行1个，NGO2个，咨询1个,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813553&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Georgetown University,MPP,Public Policy Analysis,AD无奖,2015,Fall,2015-03-14,,211 & 985,经济学,3.5,实习银行1个，NGO2个，咨询1个,http://bbs.gter.net/forum.php?mod=viewthread&tid=1813553&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MS,Sociology and Global Change,offer,2015,Fall,2014-11-06,,211,社会学,均分84,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1808170&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
London School of Economics and Political,MS,Economics and Econometrics,offer,2015,Fall,2015-01-30,,,Applied Math-Economics,3.9,"录取的专业是economics not economics and econometrics.....香港private sector(bank...)工作一年,做economic research.",http://bbs.gter.net/forum.php?mod=viewthread&tid=1815342&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Johns Hopkins University,MA,SAIS MA,offer,2015,Fall,2015-03-13,,,Applied Math-Economics,3.9,"录取的专业是economics not economics and econometrics.....香港private sector(bank...)工作一年,做economic research.",http://bbs.gter.net/forum.php?mod=viewthread&tid=1815342&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Johns Hopkins University,MA,SAIS MIEF,AD小奖,2015,Fall,2015-03-13,,,Applied Math-Economics,3.9,"录取的专业是economics not economics and econometrics.....香港private sector(bank...)工作一年,做economic research.",http://bbs.gter.net/forum.php?mod=viewthread&tid=1815342&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Chicago,MACRM,Public Policy Analysis,offer,2015,Fall,2015-03-23,,,Applied Math-Economics,3.9,"录取的专业是economics not economics and econometrics.....香港private sector(bank...)工作一年,做economic research.",http://bbs.gter.net/forum.php?mod=viewthread&tid=1815342&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Yale University,MA,International Development and Economics,被拒,2015,Fall,2015-03-17,,,Applied Math-Economics,3.9,"录取的专业是economics not economics and econometrics.....香港private sector(bank...)工作一年,做economic research.",http://bbs.gter.net/forum.php?mod=viewthread&tid=1815342&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of California - Los Angeles,PhD,Economics and Econometrics,offer,2015,Fall,2015-03-05,,,Applied Math-Economics,3.9,"录取的专业是economics not economics and econometrics.....香港private sector(bank...)工作一年,做economic research.",http://bbs.gter.net/forum.php?mod=viewthread&tid=1815342&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
London School of Economics and Political,LLM,Law,AD无奖,2015,Fall,2015-02-25,,211 & 985,法学,3.77/4.0,香港交换半年，律所、法院实习若干,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811498&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University Leiden,LLM,"Banking, Corporate, and Tax Law",AD无奖,2015,Fall,2015-02-28,,211 & 985,法学,3.77/4.0,香港交换半年，律所、法院实习若干,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811498&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Universiteit van Amsterdam,LLM,Law,AD无奖,2015,Fall,2015-01-30,,211 & 985,法学,3.77/4.0,香港交换半年，律所、法院实习若干,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811498&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Oxford,MA,law and finance,被拒,2015,Fall,2015-03-13,,211 & 985,法学,3.77/4.0,香港交换半年，律所、法院实习若干,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811498&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Sheffield,MS,Computer Software Engineering,offer,2015,Fall,2015-02-02,,双非,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1801575&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Cardiff University,MS,Computer Science,offer,2015,Fall,2015-01-30,,双非,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1801575&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Newcastle University,MS,Computer Science,offer,2015,Fall,2015-01-28,,双非,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1801575&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University Of Southampton,MS,Computer Software Engineering,被拒,2015,Fall,2015-02-27,,双非,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1801575&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Cambridge,PhD,Engineering,offer,2015,Fall,2015-01-28,,211 & 985,电子科学与技术,,three recommendations by Phone,http://bbs.gter.net/forum.php?mod=viewthread&tid=1804606&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Cardiff University,MA,Journalism Media and Communications,offer,2015,Fall,2015-01-20,,211 & 985,广播电视新闻学,GPA88（100）,省级电视台实习；影视作品和文字作品较多，获奖多（1个国际奖，多个国家奖）；学校奖学金每学期都有拿。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1804898&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of East Anglia,MA,Film Television and Creative Pratice,offer,2015,Fall,2014-12-10,,211 & 985,广播电视新闻学,GPA88（100）,省级电视台实习；影视作品和文字作品较多，获奖多（1个国际奖，多个国家奖）；学校奖学金每学期都有拿。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1804898&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
The University of Sheffield,MA,Global Journalism,offer,2015,Fall,2014-09-02,,211 & 985,广播电视新闻学,GPA88（100）,省级电视台实习；影视作品和文字作品较多，获奖多（1个国际奖，多个国家奖）；学校奖学金每学期都有拿。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1804898&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
Loughborough University,MA,Global Media and Cultural Industries,offer,2015,Fall,2014-12-10,,211 & 985,广播电视新闻学,GPA88（100）,省级电视台实习；影视作品和文字作品较多，获奖多（1个国际奖，多个国家奖）；学校奖学金每学期都有拿。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1804898&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Leicester,MA,New Media and Society,offer,2015,Fall,2014-12-20,,211 & 985,广播电视新闻学,GPA88（100）,省级电视台实习；影视作品和文字作品较多，获奖多（1个国际奖，多个国家奖）；学校奖学金每学期都有拿。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1804898&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MS,high performance computing with data science,AD无奖,2015,Fall,2014-09-18,,,MIS,3.5  1/44,一篇核心二作,http://bbs.gter.net/forum.php?mod=viewthread&tid=1787581&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
National University of Singapore,Mtech,Computer Software Engineering,AD无奖,2015,Spring,2014-11-26,,,MIS,3.5  1/44,一篇核心二作,http://bbs.gter.net/forum.php?mod=viewthread&tid=1787581&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MS,Finanical Risk management,被拒,2015,Fall,2015-01-29,,,MIS,3.5  1/44,一篇核心二作,http://bbs.gter.net/forum.php?mod=viewthread&tid=1787581&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MS,Information Science,被拒,2015,Fall,2015-01-14,,,MIS,3.5  1/44,一篇核心二作,http://bbs.gter.net/forum.php?mod=viewthread&tid=1787581&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University of Edinburgh,MS,Artificial Intelligence,AD无奖,2015,Fall,2015-02-11,,,MIS,3.5  1/44,一篇核心二作,http://bbs.gter.net/forum.php?mod=viewthread&tid=1787581&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
University College London,MS,project enterprise management,offer,2015,Fall,2015-03-10,,211,工程管理,16/58,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1816735&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
National University of Singapore,MLA,Landscape Architecture,AD无奖,2015,Fall,2015-03-03,,南京林业大学,风景园林,86/100,申请的比较晚 1月中才投出材料 院里老师RL 土人北京实习 在校一个水课题 无论文 参加过一些小竞赛~,http://bbs.gter.net/forum.php?mod=viewthread&tid=1810547&extra=page%3D19%26filter%3Dtypeid%26typeid%3D992%26typeid%3D992
